id_natureza,codigo,glossario,nome,tipo_natureza,,
770,Art. 23 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Omitir, retardar ou praticar, o funcionário público, contra disposição expressa de lei, ato de ofício necessário ao regular funcionamento do sistema financeiro nacional, bem como a preservação dos interesses e valores da ordem econômico-financeira:","Omitir, o funcionário público, ato de ofício necessário ao regular funcionamento do sistema financeiro nacional",Tipica,,
749,Art. 3° da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,Divulgar informação falsa ou prejudicialmente incompleta sobre instituição financeira:,Divulgar informação falsa sobre instituição financeira:,Tipica,,
750,Art. 4° - Caput - da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,Gerir fraudulentamente instituição financeira:,Gerir fraudulentamente instituição financeira:,Tipica,,
751,"Art. 4°, Parágrafo único da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL",Gerir fraudulentamente instituição financeira: Se a gestão é temerária,Se a gestão é temerária,Tipica,,
752,Art. 5° da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Apropriar-se, quaisquer das pessoas mencionadas no art. 25 desta lei, de dinheiro, título, valor ou qualquer outro bem móvel de que tem a posse, ou desviá-lo em proveito próprio ou alheio:",Apropriar-se de valores de que tem a posse em proveito próprio ou alheio:,Tipica,,
753,Art. 6° da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Induzir ou manter em erro, sócio, investidor ou repartição pública competente, relativamente a operação ou situação financeira, sonegando-lhe informação ou prestando-a falsamente:","Manter em erro, sócio, investidor ou repartição pública competente, sobre situação financeira, sonegando informação",Tipica,,
754,"Art. 7°, Inc. I da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL","Emitir, oferecer ou negociar, de qualquer modo, títulos ou valores mobiliários:  I - falsos ou falsificados","Emitir títulos ou valores mobiliários  falsos, sem prévio registro, sem lastro e sem autorização prévia da autoridade competente",Tipica,,
1279,"Art. 7°, Inc. II da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL","Emitir, oferecer ou negociar, de qualquer modo, títulos ou valores mobiliários: II - sem registro prévio de emissão junto à autoridade competente, em condições divergentes das constantes do registro ou irregularmente registrados","Emitir títulos ou valores mobiliários  falsos, sem prévio registro, sem lastro e sem autorização prévia da autoridade competente",Tipica,,
1280,"Art. 7°, Inc. III da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL","Emitir, oferecer ou negociar, de qualquer modo, títulos ou valores mobiliários:  III - sem lastro ou garantia suficientes, nos termos da legislação","Emitir títulos ou valores mobiliários  falsos, sem prévio registro, sem lastro e sem autorização prévia da autoridade competente",Tipica,,
1281,"Art. 7°, Inc. IV da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL","Emitir, oferecer ou negociar, de qualquer modo, títulos ou valores mobiliários:  IV - sem autorização prévia da autoridade competente, quando legalmente exigida:","Emitir títulos ou valores mobiliários  falsos, sem prévio registro, sem lastro e sem autorização prévia da autoridade competente",Tipica,,
755,Art. 8° da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Exigir, em desacordo com a legislação, comissão ou qualquer tipo de remuneração sobre operação de crédito ou de seguro, administração de fundo mútuo ou fiscal ou de consórcio, serviço de corretagem ou distribuição de títulos ou valores mobiliários:",Exigir comissão sobre operação de crédito,Tipica,,
756,Art. 9° da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Fraudar a fiscalização ou o investidor, inserindo ou fazendo inserir, em documento comprobatório de investimento em títulos ou valores mobiliários, declaração falsa ou diversa da que dele deveria constar:","Fraudar a fiscalização inserindo documento comprobatório de investimento, declaração falsa ou diversa da que dele deveria constar:",Tipica,,
779,Art. 10 da LEI 7.716/1989,"Impedir o acesso ou recusar atendimento em salões de cabeleireiros, barbearias, termas ou casas de massagem ou estabelecimento com as mesmas finalidades.",Impedir o acesso ou recusar atendimento em salões de cabeleireiros,Tipica,,
780,Art. 11 da LEI 7.716/1989,Impedir o acesso às entradas sociais em edifícios públicos ou residenciais e elevadores ou escada de acesso aos mesmos:,Impedir o acesso às entradas sociais em edifícios públicos,Tipica,,
1085,Art. 39 da LEI DE DROGAS,"Conduzir embarcação ou aeronave após o consumo de drogas, expondo a dano potencial a incolumidade de outrem:",Condução de embarcação ou aeronave após consumo de drogas,Tipica,,
781,Art. 12 da LEI 7.716/1989,"Impedir o acesso ou uso de transportes públicos, como aviões, navios barcas, barcos, ônibus, trens, metrô ou qualquer outro meio de transporte concedido.","Impedir o acesso ou uso de transportes públicos,",Tipica,,
782,Art. 13 da LEI 7.716/1989,Impedir ou obstar o acesso de alguém ao serviço em qualquer ramo das Forças Armadas.,Impedir ou obstar o acesso de alguém ao serviço das Forças Armadas.,Tipica,,
784,Art. 20 - Caput - da LEI 7.716/1989,"Praticar, induzir ou incitar a discriminação ou preconceito de raça, cor, etnia, religião ou procedência nacional. ","Praticar a discriminação ou preconceito de raça, cor, etnia, religião ou procedência nacional. ",Tipica,,
785,"Art. 20, § 1°, da LEI 7.716/1989","Fabricar, comercializar, distribuir ou veicular símbolos, emblemas, ornamentos, distintivos ou propaganda que utilizem a cruz suástica ou gamada, para fins de divulgação do nazismo.","Fabricar, símbolos, emblemas, ornamentos, distintivos ou propaganda com a cruz suástica",Tipica,,
786,"Art. 20, § 2°, da LEI 7.716/1989",Se qualquer dos crimes previstos no caput é cometido por intermédio dos meios de comunicação social ou publicação de qualquer natureza: ,Concurso de agentes,Tipica,,
771,Art. 3° da LEI 7.716/1989,"Impedir ou obstar o acesso de alguém, devidamente habilitado, a qualquer cargo da Administração Direta ou Indireta, bem como das concessionárias de serviços públicos.",Impedir ou obstar o acesso  a qualquer cargo da Administração Direta ou Indireta e concessionárias de serviços públicos.,Tipica,,
1605,"Art. 3°,  Parágrafo único da LEI 7.716/1989","Impedir ou obstar o acesso de alguém, devidamente habilitado, a qualquer cargo da Administração Direta ou Indireta, bem como das concessionárias de serviços públicos. Parágrafo único.  Incorre na mesma pena quem, por motivo de discriminação de raça, cor, etnia, religião ou procedência nacional, obstar a promoção funcional. Parágrafo único.  Incorre na mesma pena quem, por motivo de discriminação de raça, cor, etnia, religião ou procedência nacional, obstar a promoção funcional.",Impedir ou obstar o acesso  a qualquer cargo da Administração Direta ou Indireta e concessionárias de serviços públicos.,Tipica,,
772,"Art. 4°, § 1° da LEI 7.716/1989","Negar ou obstar emprego em empresa privada. § 1o  Incorre na mesma pena quem, por motivo de discriminação de raça ou de cor ou práticas resultantes do preconceito de descendência ou origem nacional ou étnica: I - deixar de conceder os equipamentos necessários ao empregado em igualdade de condições com os demais trabalhadores; II - impedir a ascensão funcional do empregado ou obstar outra forma de benefício profissional; III - proporcionar ao empregado tratamento diferenciado no ambiente de trabalho, especialmente quanto ao salário.",Negar emprego por motivo de discriminação de raça e cor,Tipica,,
1606,"Art. 4°, § 1° da LEI 7.716/1989","Negar ou obstar emprego em empresa privada. § 1o  Incorre na mesma pena quem, por motivo de discriminação de raça ou de cor ou práticas resultantes do preconceito de descendência ou origem nacional ou étnica:especialmente quanto ao salário.",Negar emprego por motivo de discriminação de raça e cor,Tipica,,
1607,"Art. 4°, § 1°, Inc. I da LEI 7.716/1989","Negar ou obstar emprego em empresa privada. § 1o  Incorre na mesma pena quem, por motivo de discriminação de raça ou de cor ou práticas resultantes do preconceito de descendência ou origem nacional ou étnica: I - deixar de conceder os equipamentos necessários ao empregado em igualdade de condições com os demais trabalhadores; especialmente quanto ao salário.",Negar emprego por motivo de discriminação de raça e cor,Tipica,,
1608,"Art. 4°, § 1°, Inc. II da LEI 7.716/1989","Negar ou obstar emprego em empresa privada. § 1o  Incorre na mesma pena quem, por motivo de discriminação de raça ou de cor ou práticas resultantes do preconceito de descendência ou origem nacional ou étnica: II - impedir a ascensão funcional do empregado ou obstar outra forma de benefício profissional; ",Negar emprego por motivo de discriminação de raça e cor,Tipica,,
866,Art. 187 da LEI 9.279/1996,"Fabricar, sem autorização do titular, produto que incorpore desenho industrial registrado, ou imitação substancial que possa induzir em erro ou confusão.",Fabrico de produto que incorpore desenho industrial registrado,Tipica,,
1609,"Art. 4°, § 1°, Inc. III da LEI 7.716/1989","Negar ou obstar emprego em empresa privada. § 1o  Incorre na mesma pena quem, por motivo de discriminação de raça ou de cor ou práticas resultantes do preconceito de descendência ou origem nacional ou étnica: III - proporcionar ao empregado tratamento diferenciado no ambiente de trabalho, especialmente quanto ao salário.",Negar emprego por motivo de discriminação de raça e cor,Tipica,,
773,"Art. 4°, § 2° da LEI 7.716/1989","Ficará sujeito às penas de multa e de prestação de serviços à comunidade, incluindo atividades de promoção da igualdade racial, quem, em anúncios ou qualquer outra forma de recrutamento de trabalhadores, exigir aspectos de aparência próprios de raça ou etnia para emprego cujas atividades não justifiquem essas exigências. ",Penas de multa e de prestação de serviços à comunidade para quem exigir aspectos de aparência,Tipica,,
774,Art. 5° da LEI 7.716/1989,"Recusar ou impedir acesso a estabelecimento comercial, negando-se a servir, atender ou receber cliente ou comprador.",Recusar ou impedir acesso a estabelecimento comercial,Tipica,,
775,Art. 6° da LEI 7.716/1989,"Recusar, negar ou impedir a inscrição ou ingresso de aluno em estabelecimento de ensino público ou privado de qualquer grau.",Recusar a inscrição ou ingresso de aluno em estabelecimento de ensino público ou privado,Tipica,,
1610,"Art. 6°,  Parágrafo único da LEI 7.716/1989","Recusar, negar ou impedir a inscrição ou ingresso de aluno em estabelecimento de ensino público ou privado de qualquer grau. Parágrafo único. Se o crime for praticado contra menor de dezoito anos a pena é agravada de 1/3 (um terço).",Recusar a inscrição ou ingresso de aluno em estabelecimento de ensino público ou privado,Tipica,,
776,Art. 7° da LEI 7.716/1989,"Impedir o acesso ou recusar hospedagem em hotel, pensão, estalagem, ou qualquer estabelecimento similar.",Impedir o acesso ou recusar hospedagem,Tipica,,
777,Art. 8° da LEI 7.716/1989,"Impedir o acesso ou recusar atendimento em restaurantes, bares, confeitarias, ou locais semelhantes abertos ao público.",Impedir o acesso ou recusar atendimento em restaurantes,Tipica,,
778,Art. 9° da LEI 7.716/1989,"Impedir o acesso ou recusar atendimento em estabelecimentos esportivos, casas de diversões, ou clubes sociais abertos ao público.","Impedir o acesso ou recusar atendimento em estabelecimentos esportivos,",Tipica,,
790,Art. 228 - Caput - do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,"Deixar o encarregado de serviço ou o dirigente de estabelecimento de atenção à saúde de gestante de manter registro das atividades desenvolvidas, na forma e prazo referidos no art. 10 desta Lei, bem como de fornecer à parturiente ou a seu responsável, por ocasião da alta médica, declaração de nascimento, onde constem as intercorrências do parto e do desenvolvimento do neonato:",Deixar o encarregado de serviço de manter registro das atividades desenvolvidas,Tipica,,
1093,,,Acidente de trânsito sem vítima - Outros,Atipica,,
791,Art. 228 Parágrafo único do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,Se o crime é culposo:,Deixar o encarregado de serviço de manter registro das atividades desenvolvidas - modalidade culposa,Tipica,,
792,Art. 229 - Caput - do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,"Deixar o médico, enfermeiro ou dirigente de estabelecimento de atenção à saúde de gestante de identificar corretamente o neonato e a parturiente, por ocasião do parto, bem como deixar de proceder aos exames referidos no art. 10 desta Lei:",Deixar o médico de identificar corretamente o neonato e a parturiente por ocasião do parto,Tipica,,
793,Art. 229 Parágrafo único do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,Se o crime é culposo:,Deixar o médico de identificar corretamente o neonato e a parturiente por ocasião do parto - modalidade culposa,Tipica,,
794,Art. 230 do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,"Privar a criança ou o adolescente de sua liberdade, procedendo à sua apreensão sem estar em flagrante de ato infracional ou inexistindo ordem escrita da autoridade judiciária competente:",Privar a criança ou o adolescente de sua liberdade procedendo à sua apreensão sem estar em flagrante de ato infracional,Tipica,,
795,Art. 231 do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,Deixar a autoridade policial responsável pela apreensão de criança ou adolescente de fazer imediata comunicação à autoridade judiciária competente e à família do apreendido ou à pessoa por ele indicada:,Deixar a autoridade policial responsável pela apreensão de criança ou adolescente de fazer imediata comunicação à autoridade judiciária competente,Tipica,,
796,Art. 232 do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,"Submeter criança ou adolescente sob sua autoridade, guarda ou vigilância a vexame ou a constrangimento:",Submeter criança ou adolescente a vexame ou a constrangimento,Tipica,,
797,Art. 234 do ESTATUTO DA CRIANÇA E DO ADOLESCENTE,"Deixar a autoridade competente, sem justa causa, de ordenar a imediata liberação de criança ou adolescente, tão logo tenha conhecimento da ilegalidade da apreensão:","Deixar a autoridade competente, sem justa causa, de ordenar a imediata liberação de criança ou adolescente tão logo tenha conhecimento da ilegalidade",Tipica,,
